Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,552.0,571.989990234375,552.0,566.1500244140625,535.0914916992188,153616
2019-01-03,569.0,578.97998046875,569.0,573.780029296875,542.3029174804688,823707
2019-01-04,572.0,580.0,572.0,576.8900146484375,545.2423706054688,811711
2019-01-07,576.8900146484375,583.77001953125,573.989990234375,573.3699951171875,541.9154052734375,980347
2019-01-08,573.989990234375,580.0,573.989990234375,579.7899780273438,547.983154296875,521767
2019-01-09,581.0,586.0,580.0999755859375,585.6400146484375,553.5122680664062,1006523
2019-01-10,582.0,583.0,575.010009765625,579.739990234375,547.9359130859375,531179
2019-01-11,575.010009765625,580.0,575.010009765625,580.0,548.1817016601562,686033
2019-01-14,585.0,585.0,585.0,585.0,552.9074096679688,13912
2019-01-15,584.0,588.0,580.0,585.280029296875,553.1720581054688,3479055
2019-01-16,585.0,587.97998046875,581.0,585.0,552.9074096679688,123522
2019-01-17,585.0,589.7999877929688,580.0,580.0,548.1817016601562,1846092
2019-01-18,590.02001953125,595.0,580.02001953125,590.02001953125,557.6520385742188,173131
2019-01-21,595.0,600.0,588.0999755859375,595.0,562.3588256835938,100000
2019-01-22,590.0,600.0,590.0,590.0,557.633056640625,54754
2019-01-23,593.0,597.0,590.0,594.9099731445312,562.2737426757812,3267
2019-01-24,600.0,600.0,590.0,597.0,564.2490844726562,25280
2019-01-25,597.5,600.0,596.2999877929688,596.8599853515625,564.1167602539062,24588
2019-01-28,600.0,600.0,589.989990234375,600.0,567.0845336914062,194436
2019-01-29,590.0,600.0,580.0,590.0,557.633056640625,61244
2019-01-30,591.8800048828125,599.0,573.989990234375,591.8800048828125,559.4100341796875,166955
2019-01-31,585.0,593.0,578.0,585.0,552.9074096679688,785252
2019-02-01,595.0,595.0,585.0,595.0,562.3588256835938,67270
2019-02-04,590.4500122070312,594.989990234375,587.010009765625,591.2999877929688,558.8617553710938,4056
2019-02-05,583.5,590.4500122070312,579.0,581.47998046875,549.5805053710938,8130
2019-02-06,584.7999877929688,584.9000244140625,575.010009765625,584.7999877929688,552.7183837890625,92555
2019-02-07,571.0,579.9000244140625,571.0,577.3599853515625,545.6865234375,425074
2019-02-08,577.0,577.0,561.0,563.5999755859375,532.681396484375,620131
2019-02-11,564.5800170898438,577.9000244140625,560.0,563.1599731445312,532.2655029296875,19440
2019-02-12,565.0,574.9000244140625,550.0,565.3499755859375,534.3353881835938,1832
2019-02-13,572.0999755859375,575.0,565.0,573.9600219726562,542.4730834960938,8700
2019-02-14,570.0,576.0,560.0,570.8900146484375,539.5714721679688,15589
2019-02-15,576.0,576.0,562.2100219726562,574.2899780273438,542.7849731445312,365724
