Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,118.99800109863281,123.77100372314453,118.99800109863281,122.98400115966797,122.97538757324219,61929164
2019-01-03,122.63999938964844,123.83000183105469,122.5510025024414,123.69300079345703,123.684326171875,74190537
2019-01-04,123.03299713134766,127.84600067138672,123.03299713134766,127.56099700927734,127.55207061767578,148850782
2019-01-07,127.95500183105469,128.44700622558594,126.00599670410156,126.76399993896484,126.755126953125,54284760
2019-01-08,126.5770034790039,128.1909942626953,126.47799682617188,127.70800018310547,127.69905090332031,99657433
2019-01-09,127.70800018310547,128.91900634765625,127.32499694824219,127.95500183105469,127.94603729248047,105949632
2019-01-10,128.83999633789062,128.83999633789062,127.26599884033203,128.74200439453125,128.73300170898438,101480424
2019-01-11,127.95500183105469,131.38999938964844,127.95500183105469,131.093994140625,131.08482360839844,232894278
2019-01-14,131.89199829101562,131.89199829101562,129.85400390625,131.89199829101562,131.8827667236328,8498181
2019-01-15,133.3679962158203,133.55499267578125,131.89199829101562,133.3679962158203,133.35865783691406,13754558
2019-01-16,134.74600219726562,134.74600219726562,133.3679962158203,134.74600219726562,134.73655700683594,17332615
2019-01-17,135.5330047607422,135.82899475097656,133.90899658203125,135.5330047607422,135.5235137939453,15395425
2019-01-18,136.2220001220703,136.61599731445312,133.86000061035156,136.2220001220703,136.21246337890625,12555170
2019-01-21,134.6280059814453,135.82899475097656,133.46600341796875,134.6280059814453,134.619873046875,3544014
2019-01-22,132.6790008544922,134.6479949951172,130.4250030517578,132.6790008544922,132.67098999023438,25374484
2019-01-23,132.76800537109375,134.5489959716797,132.13800048828125,132.76800537109375,132.75999450683594,9089948
2019-01-24,132.86599731445312,133.3090057373047,132.23599243164062,132.86599731445312,132.85797119140625,9520149
2019-01-25,133.46600341796875,133.6529998779297,131.4980010986328,133.46600341796875,133.45794677734375,14257092
2019-01-28,132.9739990234375,133.31900024414062,131.65499877929688,132.9739990234375,132.96597290039062,27766342
2019-01-29,133.41700744628906,134.29299926757812,132.28500366210938,133.41700744628906,133.40895080566406,12954386
2019-01-30,132.08799743652344,133.31900024414062,132.06900024414062,132.08799743652344,132.0800323486328,21008478
2019-01-31,131.89199829101562,133.86000061035156,131.89199829101562,131.89199829101562,131.884033203125,26632242
2019-02-01,131.89199829101562,132.87600708007812,131.89199829101562,131.89199829101562,131.884033203125,6385260
2019-02-04,132.6790008544922,132.83700561523438,131.57699584960938,132.6790008544922,132.67098999023438,6527712
2019-02-05,132.90499877929688,133.34800720214844,132.531005859375,132.90499877929688,132.89697265625,8286568
2019-02-06,132.18699645996094,132.87600708007812,131.89199829101562,132.18699645996094,132.1790313720703,12002537
2019-02-07,131.8419952392578,132.6790008544922,130.8090057373047,131.8419952392578,131.8340301513672,7220392
2019-02-08,132.38400268554688,132.38400268554688,131.3990020751953,132.38400268554688,132.37600708007812,11568251
2019-02-11,133.0919952392578,133.31900024414062,132.3249969482422,133.0919952392578,133.08395385742188,6435219
2019-02-12,133.3679962158203,133.3679962158203,131.4980010986328,133.3679962158203,133.3599395751953,11249127
2019-02-13,133.61399841308594,133.86000061035156,132.0489959716797,133.61399841308594,133.60592651367188,10185106
2019-02-14,131.7729949951172,133.45700073242188,131.7729949951172,131.7729949951172,131.76502990722656,4443572
2019-02-15,131.89199829101562,132.58099365234375,130.7100067138672,131.89199829101562,131.884033203125,19645320
2019-02-18,131.89199829101562,131.89199829101562,130.4149932861328,131.89199829101562,131.884033203125,1218271
2019-02-19,131.68499755859375,131.68499755859375,130.44500732421875,131.68499755859375,131.6770477294922,12495568
2019-02-20,131.79299926757812,132.3350067138672,130.93699645996094,131.79299926757812,131.7850341796875,12837662
2019-02-21,131.79299926757812,131.79299926757812,129.92300415039062,131.79299926757812,131.7850341796875,18971909
2019-02-22,133.66299438476562,133.66299438476562,131.05499267578125,133.66299438476562,133.65492248535156,15386552
2019-02-25,133.25999450683594,134.24400329589844,131.89199829101562,133.25999450683594,133.25193786621094,6270163
2019-02-26,132.28500366210938,133.25999450683594,131.53700256347656,132.28500366210938,132.27700805664062,11141399
2019-02-27,132.87600708007812,132.87600708007812,118.11199951171875,118.66300201416016,118.65583801269531,128305138
2019-02-28,112.20600128173828,115.15899658203125,108.36799621582031,112.20600128173828,112.19923400878906,47674092
2019-03-01,112.18699645996094,112.20600128173828,110.72000122070312,112.18699645996094,112.18022918701172,13911319
2019-03-04,110.23799896240234,112.20600128173828,110.08999633789062,110.23799896240234,110.23133850097656,13445586
2019-03-05,109.75499725341797,111.22200012207031,108.76100158691406,109.75499725341797,109.74836730957031,35263771
2019-03-06,110.04100036621094,111.21199798583984,109.36199951171875,110.04100036621094,110.03435516357422,13019065
2019-03-07,112.11799621582031,113.38700103759766,109.74600219726562,112.11799621582031,112.1112289428711,18033511
2019-03-08,117.22599792480469,117.22599792480469,111.71399688720703,117.22599792480469,117.21891784667969,7762063
2019-03-11,117.3239974975586,120.08999633789062,114.677001953125,117.3239974975586,117.31690979003906,23087694
2019-03-12,117.53099822998047,118.60399627685547,116.50800323486328,117.53099822998047,117.5239028930664,17415302
2019-03-13,119.88400268554688,119.88400268554688,117.53099822998047,119.88400268554688,119.87676239013672,15688548
2019-03-14,120.99600219726562,121.5469970703125,118.8010025024414,120.99600219726562,120.98870086669922,10362766
2019-03-15,122.04900360107422,122.04900360107422,120.86799621582031,122.04900360107422,122.04163360595703,72208615
2019-03-18,123.03299713134766,124.75599670410156,121.55699920654297,123.03299713134766,123.02556610107422,15544582
2019-03-19,121.66500091552734,123.5250015258789,121.46800231933594,121.66500091552734,121.65765380859375,17022725
2019-03-20,119.73600006103516,121.3499984741211,119.4209976196289,119.73600006103516,119.72876739501953,12818821
2019-03-21,118.50599670410156,119.73600006103516,116.8030014038086,118.50599670410156,118.49884796142578,5178777
2019-03-22,117.02899932861328,118.11199951171875,115.25800323486328,117.02899932861328,117.02193450927734,4063943
2019-03-25,117.12799835205078,117.38400268554688,114.28299713134766,117.12799835205078,117.12093353271484,24807456
2019-03-26,118.5250015258789,118.5250015258789,115.68099975585938,118.5250015258789,118.51785278320312,13566098
2019-03-27,117.91500091552734,118.59400177001953,116.73400115966797,117.91500091552734,117.90788269042969,10537764
2019-03-28,119.58799743652344,120.07099914550781,117.56099700927734,119.58799743652344,119.58077239990234,9251123
2019-03-29,119.07599639892578,119.58799743652344,118.11199951171875,119.07599639892578,119.06880187988281,16985859
2019-04-01,118.91899871826172,120.07099914550781,118.8010025024414,118.91899871826172,118.91181945800781,2021550
2019-04-02,115.98600006103516,118.30899810791016,115.90699768066406,115.98600006103516,115.97900390625,2892397
2019-04-03,115.49400329589844,116.95999908447266,114.4800033569336,115.49400329589844,115.4870376586914,2842863
2019-04-04,117.12799835205078,117.12799835205078,114.74600219726562,117.12799835205078,117.12093353271484,8249374
2019-04-05,114.677001953125,116.16300201416016,114.677001953125,114.677001953125,114.67008209228516,1711926
2019-04-08,113.97799682617188,115.14900207519531,113.48600006103516,113.97799682617188,113.97110748291016,4919848
2019-04-09,115.13899993896484,116.13400268554688,113.09200286865234,115.13899993896484,115.13204956054688,6761887
2019-04-10,115.6510009765625,115.6510009765625,114.56900024414062,115.6510009765625,115.64401245117188,17491952
2019-04-11,116.33999633789062,116.9209976196289,114.68699645996094,116.33999633789062,116.33296966552734,9963999
2019-04-12,116.33999633789062,117.11799621582031,114.72599792480469,116.33999633789062,116.33296966552734,16467051
2019-04-15,115.8479995727539,118.00399780273438,115.69999694824219,115.8479995727539,115.84100341796875,3835057
2019-04-16,116.83200073242188,117.51100158691406,115.91699981689453,116.83200073242188,116.824951171875,6513958
2019-04-17,116.1240005493164,116.822998046875,115.46399688720703,116.1240005493164,116.11698913574219,3625203
