Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,5090.0,5090.0,4990.0,5056.7001953125,4985.798828125,483123
2019-01-03,5056.0,5149.0,5001.10009765625,5087.89990234375,5016.56103515625,697143
2019-01-04,5088.0,5187.0,5088.0,5170.2001953125,5097.70751953125,861782
2019-01-07,5166.0,5244.89990234375,5100.5,5170.10009765625,5123.373046875,2338086
2019-01-08,5180.0,5180.0,5118.0,5177.2001953125,5130.40966796875,993976
2019-01-09,5200.0,5248.89990234375,5200.0,5223.0,5175.79541015625,3977963
2019-01-10,5240.0,5235.0,5190.0,5209.60009765625,5162.51611328125,1718623
2019-01-11,5209.60009765625,5235.0,5180.0,5200.7998046875,5153.79541015625,845365
2019-01-14,5210.0,5210.0,5210.0,5210.0,5162.91259765625,99592
2019-01-15,5183.0,5210.0,5142.5,5183.0,5136.15673828125,167168
2019-01-16,5220.0,5220.0,5150.0,5220.0,5172.822265625,165310
2019-01-17,5219.89990234375,5220.0,5170.0,5219.89990234375,5172.72265625,127706
2019-01-18,5274.0,5284.0,5170.39990234375,5274.0,5226.333984375,372053
2019-01-21,5278.0,5329.0,5230.0,5278.0,5230.2978515625,79876
2019-01-22,5269.0,5278.0,5209.89990234375,5269.0,5221.37890625,383395
2019-01-23,5270.0,5321.7001953125,5218.0,5270.0,5222.3701171875,121061
2019-01-24,5255.0,5293.0,5231.10009765625,5255.0,5207.505859375,178411
2019-01-25,5270.0,5288.0,5222.0,5270.0,5222.3701171875,198582
2019-01-28,5200.0,5268.5,5150.0,5200.0,5153.0029296875,588015
2019-01-29,5175.0,5224.0,5122.0,5175.0,5128.22900390625,465312
2019-01-30,5249.89990234375,5260.0,5110.0,5249.89990234375,5202.45166015625,503515
2019-01-31,5265.0,5299.0,5260.0,5265.0,5217.41552734375,628366
2019-02-01,5280.0,5315.0,5210.0,5280.0,5232.279296875,343739
2019-02-04,5271.10009765625,5279.0,5203.0,5271.10009765625,5223.46044921875,151554
2019-02-05,5247.89990234375,5275.0,5210.0,5247.89990234375,5200.47021484375,78918
2019-02-06,5220.0,5270.0,5220.0,5220.0,5172.822265625,323545
2019-02-07,5179.0,5236.0,5160.10009765625,5179.0,5132.19287109375,29045
2019-02-08,5118.0,5140.0,5101.0,5118.0,5071.74365234375,156601
2019-02-11,5160.0,5170.0,5110.7001953125,5160.0,5113.3642578125,390714
2019-02-12,5248.0,5248.0,5160.0,5248.0,5200.5693359375,226554
2019-02-13,5264.0,5270.0,5220.0,5264.0,5216.42431640625,401947
2019-02-14,5263.89990234375,5275.0,5243.7998046875,5263.89990234375,5216.3251953125,179929
